,title,year,director,genre,country,language,budget,US_box_office,box_office,usr_rating,metacritic
576,Jak rozpetalem druga wojne swiatowa ,1970.0,Tadeusz Chmielewski, Adventure,Poland,Polish,,,,8.0,
577,Le mystere Henri Pick ,2019.0,Rémi Bezançon, Comedy,France,French,,,9542178.0,6.7,
578,Octopussy ,1983.0,John Glen, Action,UK,English,27500000.0,67893619.0,67893619.0,6.6,63
579,Nativity! ,2009.0,Debbie Isitt, Comedy,UK,English,,,8494434.0,6.4,
580,Murder at the Gallop ,1963.0,George Pollock, Comedy,UK,English,,,,7.3,
581,Shower ,1999.0,Yang Zhang, Comedy,China,Mandarin,,1157764.0,2170446.0,7.5,74
582,Yogen ,2004.0,Norio Tsuruta, Horror,Japan,Japanese,,,652525.0,6.2,
583,The Game ,1997.0,David Fincher, Action,USA,English,50000000.0,48323648.0,109423648.0,7.8,61
584,The Street ,1976.0,Caroline Leaf, Animation,Canada,English,,,,6.6,
585,The McKenzie Break ,1970.0,Lamont Johnson, Action,Ireland,English,,,,6.5,
586,X: The Unknown ,1956.0,Leslie Norman, Horror,UK,English,,,,6.1,
587,The Addams Family ,1991.0,Barry Sonnenfeld, Comedy,USA,English,30000000.0,113502426.0,191502426.0,6.9,57
588,Ninja: Shadow of a Tear ,2013.0,Isaac Florentine, Action,Thailand,English,2600000.0,,544853.0,6.2,
589,True Confession ,1937.0,Wesley Ruggles, Comedy,USA,English,,,,6.8,73
590,The Last Note ,2017.0,Pantelis Voulgaris, Drama,Greece,Greek,,,,7.6,
591,Crack in the World ,1965.0,Andrew Marton, Action,USA,English,873000.0,,,6.0,
592,,,,,,,,,,,
593,The Cat Concerto ,1947.0,Joseph Barbera, Animation,USA,None,,,,8.2,
594,,,,,,,,,,,
595,Orlando ,1992.0,Sally Potter, Biography,UK,English,4000000.0,5377643.0,5377643.0,7.2,74
596,,,,,,,,,,,
597,Tony Manero ,2008.0,Pablo Larraín, Drama,Chile,Spanish,,20677.0,687406.0,6.8,72
598,Bright Future ,2002.0,Kiyoshi Kurosawa, Drama,Japan,Japanese,1200000.0,5166.0,28463.0,6.8,64
599,EverAfter ,1998.0,Andy Tennant, Comedy,USA,English,26000000.0,65705771.0,98005666.0,7.0,66
600,The Silence ,1963.0,Ingmar Bergman, Drama,Sweden,Swedish,,,5936.0,7.9,
601,The Fire Within ,1963.0,Louis Malle, Drama,France,French,,,,8.0,
602,The Hills Have Eyes ,2006.0,Alexandre Aja, Horror,USA,English,15000000.0,41778863.0,70009308.0,6.4,52
603,School of the Americas Assassins ,1994.0,Robert Richter, Short,USA,English,,,,6.5,
604,Hokkabaz ,2006.0,Ali Taner Baltaci, Comedy,Turkey,English,,,9156764.0,7.4,
605,The Rocky Horror Picture Show ,1975.0,Jim Sharman, Comedy,UK,English,1200000.0,112892319.0,113140497.0,7.4,65
606,Backlash ,1956.0,John Sturges, Action,USA,English,1025000.0,,,6.6,
607,Searching for Bobby Fischer ,1993.0,Steven Zaillian, Biography,USA,English,12000000.0,7266383.0,7266383.0,7.4,89
608,Lu bian ye can ,2015.0,Bi Gan, Drama,China,Mandarin,200000.0,32164.0,935236.0,7.3,85
609,The Unbelievable Truth ,1989.0,Hal Hartley, Comedy,USA,English,75000.0,,,7.3,67
610,United ,2003.0,Magnus Martens, Comedy,Norway,Norwegian,6400000.0,,1032021.0,6.2,
611,,,,,,,,,,,
612,Dumplin' ,2018.0,Anne Fletcher, Comedy,USA,English,,,399198.0,6.6,53
613,La luciernaga ,2013.0,Ana Maria Hermida, Drama,Colombia,Spanish,,,,6.1,
614,The Voices ,2014.0,Marjane Satrapi, Comedy,USA,English,,,2097718.0,6.4,58
615,A Chump at Oxford ,1939.0,Alfred J. Goulding, Comedy,USA,English,,,,7.4,
616,Tristana ,1970.0,Luis Buñuel, Drama,Spain,Spanish,,14586.0,14586.0,7.5,93
617,Big Deal on Madonna Street ,1958.0,Mario Monicelli, Comedy,Italy,Italian,,,,8.0,
618,Naan ,2012.0,Jeeva Shankar, Crime,India,Tamil,,,,7.5,
619,"High Tech, Low Life ",2012.0,Stephen T. Maing, Documentary,China,Mandarin,,3836.0,3836.0,6.9,53
620,Kara Murat: Fatih'in Fermani ,1973.0,Natuk Baytan, Action,Turkey,Turkish,,,,6.1,
621,We Were Soldiers ,2002.0,Randall Wallace, Action,USA,English,75000000.0,78122718.0,115374915.0,7.2,65
622,The Girl from 10th Avenue ,1935.0,Alfred E. Green, Drama,USA,English,,,,6.8,
623,Togo ,2019.0,Ericson Core, Adventure,USA,English,,,,8.0,69
624,I Love You Phillip Morris ,2009.0,Glenn Ficarra, Biography,France,English,13000000.0,2037459.0,20768906.0,6.6,65
625,Zorro: The Gay Blade ,1981.0,Peter Medak, Action,USA,English,,11118000.0,,6.3,52
626,Walk on the Wild Side ,1962.0,Edward Dmytryk, Drama,USA,English,,,,6.7,
627,,,,,,,,,,,
628,One from the Heart ,1981.0,Francis Ford Coppola, Drama,USA,English,26000000.0,636796.0,636796.0,6.5,57
629,,,,,,,,,,,
630,Laissez bronzer les cadavres ,2017.0,Hélène Cattet, Thriller,France,French,,93409.0,93409.0,6.3,62
631,John Rabe ,2009.0,Florian Gallenberger, Biography,France,Cantonese,20000000.0,67519.0,1484665.0,7.2,57
632,OrAngeLove ,2007.0,Alan Badoev, Drama,Ukraine,Russian,980000.0,,102212.0,6.7,
633,Tomboy ,2011.0,Céline Sciamma, Drama,France,French,1000000.0,129834.0,1437501.0,7.4,74
634,Mr. Lucky ,1943.0,H.C. Potter, Comedy,USA,English,,,,7.1,
635,Billy Lynn's Long Halftime Walk ,2016.0,Ang Lee, Action,UK,English,40000000.0,1738477.0,30930984.0,6.2,53
636,,,,,,,,,,,
637,Thumbsucker ,2005.0,Mike Mills, Comedy,USA,English,4000000.0,1328679.0,2138742.0,6.6,69
638,Moodar Koodam ,2013.0,Naveen, Comedy,India,Tamil,,,,7.7,
639,Crack-Up ,1946.0,Irving Reis, Crime,USA,English,,,,6.5,
640,10 Rillington Place ,1971.0,Richard Fleischer, Biography,UK,English,,,,7.6,
641,Lascars ,2009.0,Emmanuel Klotz, Animation,France,French,10000000.0,,4813882.0,7.0,
642,Goyangileul butaghae ,2001.0,Jae-eun Jeong, Drama,South Korea,Korean,,9866.0,9866.0,7.3,69
643,Gung Ho ,1986.0,Ron Howard, Comedy,USA,English,18000000.0,36611610.0,36611610.0,6.3,48
644,Death on the Nile ,1978.0,John Guillermin, Crime,UK,English,7920000.0,14560084.0,14568801.0,7.3,59
645,,,,,,,,,,,
646,Fjols til fjells ,1957.0,Edith Carlmar, Comedy,Norway,Norwegian,,,,7.3,
647,Infinity Chamber ,2016.0,Travis Milloy, Sci-Fi,USA,English,,,,6.2,
648,Someone Special ,2004.0,Jin Jang, Comedy,South Korea,Korean,,,,7.0,
649,The Fisher King ,1991.0,Terry Gilliam, Comedy,USA,English,24000000.0,41895491.0,41895491.0,7.5,61
650,The Twelve Chairs ,1970.0,Mel Brooks, Comedy,USA,English,,1806258.0,,6.5,
651,The Amazing Mr. Blunden ,1972.0,Lionel Jeffries, Family,UK,English,,,,6.9,
652,The Ugly American ,1963.0,George Englund, Adventure,USA,English,,,,6.7,
653,,,,,,,,,,,
654,Lo squartatore di New York ,1982.0,Lucio Fulci, Horror,Italy,Italian,,,,6.4,
655,Destination: Dewsbury ,2018.0,Jack Spring, Comedy,UK,English,150000.0,,,5.8,
656,The Hot Spot ,1990.0,Dennis Hopper, Crime,USA,English,13000000.0,1293976.0,1293976.0,6.4,56
657,She Wore a Yellow Ribbon ,1949.0,John Ford, Western,USA,English,1600000.0,,,7.3,
658,Emma ,1996.0,Douglas McGrath, Comedy,UK,English,6000000.0,22231658.0,22231658.0,6.6,66
659,Paavada ,2016.0,G. Marthandan, Comedy,India,Malayalam,,,24985.0,6.2,
660,Why Him? ,2016.0,John Hamburg, Comedy,USA,English,38000000.0,60323786.0,118102725.0,6.2,39
661,High Crimes ,2002.0,Carl Franklin, Crime,USA,English,42000000.0,41543917.0,63781810.0,6.4,48
662,,,,,,,,,,,
663,Ik ook van jou ,2001.0,Ruud van Hemert, Drama,Netherlands,Dutch,,,,6.1,
664,Bella ,2006.0,Alejandro Monteverde, Drama,USA,English,3300000.0,8070537.0,12083296.0,7.2,47
665,Schneider vs. Bax ,2015.0,Alex van Warmerdam, Comedy,Netherlands,Dutch,3000000.0,,278660.0,6.6,
666,Meshi ,1951.0,Mikio Naruse, Drama,Japan,Japanese,,,,7.7,
667,Taking Off ,1971.0,Milos Forman, Comedy,USA,English,,,,7.4,
668,The Pearl of Death ,1944.0,Roy William Neill, Crime,USA,English,,,,7.2,
669,House by the River ,1950.0,Fritz Lang, Crime,USA,English,,,,7.1,
670,The Sheep Has Five Legs ,1954.0,Henri Verneuil, Comedy,France,French,,,,6.7,
671,Coldblooded ,1995.0,Wallace Wolodarsky, Action,USA,English,,16198.0,16198.0,6.7,
672,Sword of Trust ,2019.0,Lynn Shelton, Comedy,USA,English,,322421.0,323369.0,6.3,70
673,On the Town ,1949.0,Stanley Donen, Comedy,USA,English,2111250.0,,,7.4,71
674,,,,,,,,,,,
675,The Imitation Game ,2014.0,Morten Tyldum, Biography,UK,English,14000000.0,91125683.0,233555708.0,8.0,73
676,,,,,,,,,,,
677,In Old California ,1942.0,William C. McGann, Action,USA,English,,,,6.4,
678,Blackfish ,2013.0,Gabriela Cowperthwaite, Documentary,USA,English,,2073582.0,2303417.0,8.1,83
679,30 Years Ago ,2016.0,Amr Arafa, Drama,Egypt,Arabic,,,379702.0,7.1,
680,Bliss ,1985.0,Ray Lawrence, Comedy,Australia,English,3400000.0,,,6.8,
681,,,,,,,,,,,
682,Mr. Lucky ,1943.0,H.C. Potter, Comedy,USA,English,,,,7.1,
683,Le Bonheur ,1965.0,Agnès Varda, Drama,France,French,,,,7.6,
684,Street Fighter II: The Animated Movie ,1994.0,Gisaburô Sugii, Animation,Japan,Japanese,,,,7.3,
685,The Kids Are All Right ,2010.0,Lisa Cholodenko, Comedy,USA,English,4000000.0,20811365.0,34758951.0,7.0,86
686,,,,,,,,,,,
687,Broadway Melody of 1940 ,1940.0,Norman Taurog, Musical,USA,English,,,,7.4,
688,Narc ,2002.0,Joe Carnahan, Crime,USA,English,6500000.0,10465659.0,12633747.0,7.1,70
689,,,,,,,,,,,
690,Cold Souls ,2009.0,Sophie Barthes, Comedy,USA,English,,905209.0,1134837.0,6.4,69
691,Kray ,2010.0,Aleksey Uchitel, Adventure,Russia,Russian,11000000.0,,5380142.0,6.5,
692,Hollow Triumph ,1948.0,Steve Sekely, Crime,USA,English,,,,6.8,
693,,,,,,,,,,,
694,Air Doll ,2009.0,Hirokazu Koreeda, Drama,Japan,Japanese,,,1208769.0,6.9,64
695,Conversations with Other Women ,2005.0,Hans Canosa, Comedy,UK,English,450000.0,379418.0,982814.0,7.0,62
696,,,,,,,,,,,
697,A Night at the Roxbury ,1998.0,John Fortenberry, Comedy,USA,English,17000000.0,30331165.0,30331165.0,6.3,26
698,Saamy ,2003.0,Hari, Action,India,Tamil,,,510000000.0,7.3,
699,VIPs ,2010.0,Toniko Melo, Biography,Brazil,Portuguese,,,3554533.0,6.6,
700,"Happy, Texas ",1999.0,Mark Illsley, Comedy,USA,English,2500000.0,1955933.0,1955933.0,6.3,62
701,Whoopee! ,1930.0,Thornton Freeland, Comedy,USA,English,,,,6.3,
702,Mary Poppins Returns ,2018.0,Rob Marshall, Comedy,USA,English,130000000.0,171958438.0,349545966.0,6.7,66
703,Inside ,2007.0,Alexandre Bustillo, Horror,France,French,2400000.0,,792184.0,6.8,
704,Sof Ha'Olam Smola ,2004.0,Avi Nesher, Drama,Israel,Hebrew,,,,7.0,
705,Dasvidaniya ,2008.0,Shashant Shah, Comedy,India,Hindi,,,372606.0,7.8,
706,Willy Wonka & the Chocolate Factory ,1971.0,Mel Stuart, Family,USA,English,3000000.0,526633.0,527081.0,7.8,67
707,Huang feihong zhi yingxiong you meng ,2014.0,Roy Hin Yeung Chow, Action,Hong Kong,Mandarin,,,30932534.0,6.5,62
708,The Lost City of Z ,2016.0,James Gray, Action,USA,English,30000000.0,8580410.0,19263938.0,6.6,78
709,Grumpy Old Men ,1993.0,Donald Petrie, Comedy,USA,English,,70172621.0,70172621.0,7.0,53
710,,,,,,,,,,,
711,The Shootist ,1976.0,Don Siegel, Drama,USA,English,,8091910.0,8091910.0,7.6,77
712,Life During Wartime ,2009.0,Todd Solondz, Comedy,USA,English,4500000.0,281447.0,807162.0,6.4,69
713,Summer Palace ,2006.0,Ye Lou, Drama,China,Mandarin,2500000.0,63045.0,143027.0,7.1,79
714,Lan se da men ,2002.0,Chih-yen Yee, Drama,Taiwan,Mandarin,,6242.0,226067.0,7.3,61
715,Pouic-Pouic ,1963.0,Jean Girault, Comedy,France,French,,,,6.5,
716,Some Freaks ,2016.0,Ian MacAllister McDonald, Comedy,USA,English,,,,6.2,67
717,Miracle Mile ,1988.0,Steve De Jarnatt, Action,USA,English,3700000.0,1145404.0,1145404.0,7.0,
718,La flaqueza del bolchevique ,2003.0,Manuel Martín Cuenca, Drama,Spain,Spanish,3000000.0,,275792.0,7.1,
719,,,,,,,,,,,
720,Early Man ,2018.0,Nick Park, Animation,UK,English,50000000.0,8267544.0,54622814.0,6.1,68
721,The Seven-Per-Cent Solution ,1976.0,Herbert Ross, Adventure,UK,English,,,,6.7,
722,The Ax ,2005.0,Costa-Gavras, Comedy,Belgium,French,,,4885946.0,7.4,
723,Bank Bang ,2008.0,Argyris Papadimitropoulos, Comedy,Greece,Greek,,,4134386.0,6.1,
724,Prospect ,2018.0,Christopher Caldwell, Drama,Canada,English,,,22777.0,6.2,68
725,Lo ,2009.0,Travis Betz, Comedy,USA,English,,,,6.6,
726,,,,,,,,,,,
727,The Jacket ,2005.0,John Maybury, Drama,Germany,English,29000000.0,6303762.0,21733230.0,7.1,44
728,The Conformist ,1970.0,Bernardo Bertolucci, Drama,Italy,Italian,750000.0,58657.0,400747.0,8.0,100
729,,,,,,,,,,,
730,Remember ,2015.0,Atom Egoyan, Drama,Canada,English,13000000.0,1184564.0,4235959.0,7.5,52
731,The Legend of Rita ,2000.0,Volker Schlöndorff, Drama,Germany,German,,671565.0,,6.9,
732,Baazigar ,1993.0,Abbas Alibhai Burmawalla, Crime,India,Hindi,40000000.0,,,7.7,
733,Un Franco 14 Pesetas ,2006.0,Carlos Iglesias, Comedy,Spain,Spanish,,,1660476.0,7.1,
734,Our Man in Havana ,1959.0,Carol Reed, Comedy,UK,English,,,,7.2,
735,Starting Over ,1979.0,Alan J. Pakula, Comedy,USA,English,,35649012.0,35649012.0,6.5,64
736,,,,,,,,,,,
737,Bande de filles ,2014.0,Céline Sciamma, Drama,France,French,,60765.0,1862990.0,6.9,85
738,,,,,,,,,,,
739,Defying Gravity ,1997.0,John Keitel, Drama,USA,English,,,,6.6,45
740,The Patriots ,1994.0,Eric Rochant, Thriller,France,French,,,,7.3,
741,The Look of Love ,2013.0,Michael Winterbottom, Biography,UK,English,,21252.0,1318468.0,6.0,57
742,Destiny ,1921.0,Fritz Lang, Drama,Germany,None,,12156.0,12156.0,7.7,
743,Paul Bunyan ,1958.0,Les Clark, Animation,USA,English,,,,7.1,
744,Whacked! ,2002.0,James Bruce, Action,USA,English,,,,5.9,
745,Destroyer ,1943.0,William A. Seiter, Adventure,USA,English,,,,6.3,
746,Max et les ferrailleurs ,1971.0,Claude Sautet, Crime,France,French,,40450.0,40450.0,7.3,
747,Night Crossing ,1982.0,Delbert Mann, Drama,UK,English,10000000.0,8000000.0,8000000.0,6.5,
748,Emperor ,2012.0,Peter Webber, Drama,Japan,English,,3346265.0,14858240.0,6.5,48
749,Land of Plenty ,2004.0,Wim Wenders, Drama,USA,English,,,,6.4,62
750,Don't Torture a Duckling ,1972.0,Lucio Fulci, Horror,Italy,Italian,,,,7.1,
751,Philadelphia ,1993.0,Jonathan Demme, Drama,USA,English,26000000.0,77446440.0,206678440.0,7.7,66
752,,,,,,,,,,,
753,The Gambler ,2014.0,Rupert Wyatt, Crime,USA,English,25000000.0,33680992.0,39280992.0,6.0,55
754,Invisible Stripes ,1939.0,Lloyd Bacon, Crime,USA,English,500000.0,,,6.7,
755,Pranchiyettan and the Saint ,2010.0,Renjith, Comedy,India,Malayalam,,,957.0,8.3,
756,Will ,2011.0,Ellen Perry, Drama,UK,English,,,124104.0,6.9,
757,Blood Simple. ,1984.0,Joel Coen, Crime,USA,English,1500000.0,3851855.0,4227849.0,7.6,82
758,Rebel Without a Cause ,1955.0,Nicholas Ray, Drama,USA,English,1500000.0,199963.0,199963.0,7.7,89
759,My Reputation ,1946.0,Curtis Bernhardt, Drama,USA,English,,,,7.0,
760,Inocente ,2012.0,Sean Fine, Documentary,USA,English,,2142342.0,,7.4,
761,Matador ,1986.0,Pedro Almodóvar, Drama,Spain,Spanish,,279394.0,286126.0,7.0,
762,,,,,,,,,,,
763,Van God Los ,2003.0,Pieter Kuijpers, Crime,Netherlands,Dutch,1027000.0,,1496704.0,7.2,
764,Mirchi ,2013.0,Koratala Siva, Action,India,Telugu,,,5676.0,7.2,
765,The Raven ,1963.0,Roger Corman, Comedy,USA,English,200000.0,,,6.7,
766,Restless Natives ,1985.0,Michael Hoffman, Comedy,UK,English,,,,7.1,
767,Kedarnath ,2018.0,Abhishek Kapoor, Drama,India,Hindi,350000000.0,901131.0,13999297.0,6.6,
768,License to Drive ,1988.0,Greg Beeman, Comedy,USA,English,8000000.0,22433275.0,22433275.0,6.4,36
769,"Tsatsiki, morsan och polisen ",1999.0,Ella Lemhagen, Drama,Sweden,Swedish,,,340968.0,5.8,
770,Asterix et la surprise de Cesar ,1985.0,Gaëtan Brizzi, Animation,France,French,,,,6.8,
771,Julayi ,2012.0,Trivikram Srinivas, Action,India,Telugu,,,,7.2,
772,Koi no tsumi ,2011.0,Sion Sono, Drama,Japan,Japanese,,,246091.0,6.8,56
773,,,,,,,,,,,
774,Komisario Palmun erehdys ,1960.0,Matti Kassila, Comedy,Finland,Finnish,,,,7.9,
775,Entropy ,1999.0,Phil Joanou, Comedy,USA,English,3000000.0,,,6.3,
776,7 Faces of Dr. Lao ,1964.0,George Pal, Fantasy,USA,English,,,,7.2,
777,Children of the Revolution ,1996.0,Peter Duncan, Comedy,Australia,English,,838368.0,838368.0,6.3,76
778,Aunt from Chicago ,1957.0,Alekos Sakellarios, Comedy,Greece,Greek,,,,7.6,
779,,,,,,,,,,,
780,Idiocracy ,2006.0,Mike Judge, Adventure,USA,English,,444093.0,495303.0,6.6,66
781,Don Giovanni ,1979.0,Joseph Losey, Drama,France,Italian,7000000.0,,9519.0,7.6,
782,The Abominable Snowman ,1957.0,Val Guest, Adventure,UK,English,,,,6.4,
783,,,,,,,,,,,
784,Death Race 2000 ,1975.0,Paul Bartel, Action,USA,English,300000.0,,,6.2,59
785,,,,,,,,,,,
786,The Machine Girl ,2008.0,Noboru Iguchi, Action,Japan,Japanese,,,,5.9,
787,Vinci Da ,2019.0,Srijit Mukherji, Crime,India,Bengali,,,,7.3,
788,Mudhalvan ,1999.0,S. Shankar, Action,India,Tamil,,,500000000.0,8.3,
789,The Hebrew Hammer ,2003.0,Jonathan Kesselman, Comedy,USA,English,2000000.0,82157.0,94615.0,6.1,41
790,Mother Wore Tights ,1947.0,Walter Lang, Musical,USA,English,2727000.0,,,6.6,
791,Edtv ,1999.0,Ron Howard, Comedy,USA,English,80000000.0,22431897.0,35242897.0,6.1,48
792,Artemisia ,1997.0,Agnès Merlet, Biography,France,French,,356749.0,356749.0,6.6,
793,,,,,,,,,,,
794,Scialla! (Stai sereno) ,2011.0,Francesco Bruni, Comedy,Italy,Italian,,,3264563.0,6.6,
795,Spy ,2015.0,Paul Feig, Action,USA,English,65000000.0,110825712.0,235666219.0,7.0,75
796,Fanxiao ,2019.0,John Hsu, Horror,Taiwan,Mandarin,,,1687554.0,6.9,
797,The Freshman ,1990.0,Andrew Bergman, Comedy,USA,English,12000000.0,21460601.0,21460601.0,6.4,78
798,Jopog manura ,2001.0,Jin-gyu Cho, Action,South Korea,Korean,,,1211843.0,6.4,
799,House of Dark Shadows ,1970.0,Dan Curtis, Drama,USA,English,750000.0,,,6.4,
800,The Last Man on Earth ,1964.0,Ubaldo Ragona, Drama,Italy,Italian,300000.0,,,6.9,
801,Little Monsters ,2019.0,Abe Forsythe, Comedy,Australia,English,,,97111.0,6.3,59
802,Eteros ego ,2016.0,Sotiris Tsafoulias, Crime,Greece,Greek,,,371528.0,7.9,
803,,,,,,,,,,,
804,Wild Tigers I Have Known ,2006.0,Cam Archer, Drama,USA,English,50000.0,9946.0,28190.0,6.1,52
805,Jolene ,2008.0,Dan Ireland, Drama,USA,English,,,,6.4,31
806,Les orgueilleux ,1953.0,Yves Allégret, Drama,France,French,,,,7.3,
807,Ping Pong Playa ,2007.0,Jessica Yu, Comedy,USA,English,,77907.0,77907.0,5.9,55
808,I Can Only Imagine ,2018.0,Andrew Erwin, Biography,USA,English,7000000.0,83482352.0,86086881.0,7.3,30
809,,,,,,,,,,,
810,The Big Year ,2011.0,David Frankel, Comedy,USA,English,41000000.0,7204138.0,8179416.0,6.2,53
811,The Brighton Miracle ,2019.0,Max Mannix, Drama,Australia,English,4000000.0,,,7.7,
812,Daruchini Dip ,2007.0,Tauquir Ahmed, Comedy,Bangladesh,Bengali,,,,7.8,
813,Kriegerin ,2011.0,David Wnendt, Drama,Germany,German,,,718808.0,6.8,
814,,,,,,,,,,,
815,Santa Claus ,1985.0,Jeannot Szwarc, Adventure,UK,English,50000000.0,23717291.0,23717291.0,6.3,
816,Morgan! ,1966.0,Karel Reisz, Comedy,UK,English,,,,6.7,
817,Heerak Rajar Deshe ,1980.0,Satyajit Ray, Comedy,India,Bengali,,,,8.9,
818,Raising Cain ,1992.0,Brian De Palma, Crime,USA,English,12000000.0,21370057.0,37170057.0,6.1,
819,The Mill and the Cross ,2011.0,Lech Majewski, Drama,Poland,English,,312187.0,1116180.0,6.9,80
820,Sivi kamion crvene boje ,2004.0,Srdjan Koljevic, Adventure,Serbia,Serbian,,,,7.4,
821,War of the Buttons ,1994.0,John Roberts, Adventure,UK,English,,12712.0,12712.0,7.5,
822,Summer Hours ,2008.0,Olivier Assayas, Drama,France,French,4400000.0,1657001.0,7835857.0,7.2,85
823,,,,,,,,,,,
824,Game Over ,1989.0,René Manzor, Action,France,French,,,,6.4,
825,Mr. Holland's Opus ,1995.0,Stephen Herek, Drama,USA,English,23000000.0,82569971.0,106269971.0,7.3,59
826,Whacked! ,2002.0,James Bruce, Action,USA,English,,,,5.9,
827,The Lovers ,2017.0,Azazel Jacobs, Comedy,USA,English,,2194521.0,2216083.0,6.0,76
828,The Attacks of 26/11 ,2013.0,Ram Gopal Varma, Action,India,Hindi,,248346.0,248346.0,6.9,
829,Too Late the Hero ,1970.0,Robert Aldrich, Action,USA,English,6250000.0,,,6.7,
830,Speed ,1994.0,Jan de Bont, Action,USA,English,30000000.0,121248145.0,350448145.0,7.2,78
831,Defending Your Life ,1991.0,Albert Brooks, Comedy,USA,English,,16371128.0,16371128.0,7.2,63
832,We're Back! A Dinosaur's Story ,1993.0,Phil Nibbelink, Animation,USA,English,,9317021.0,9317021.0,6.1,
833,Kad porastem bicu Kengur ,2004.0,Radivoje Andric, Comedy,Serbia,Serbian,,,13793.0,8.4,
834,Furie ,2019.0,Le-Van Kiet, Action,Vietnam,Vietnamese,,594788.0,5756185.0,6.3,
835,Double Lives ,2018.0,Olivier Assayas, Comedy,France,French,,704919.0,3649042.0,6.5,78
836,Alone ,2007.0,Banjong Pisanthanakun, Drama,Thailand,Korean,,,9559978.0,6.5,
837,Una Mujer Fantastica ,2017.0,Sebastián Lelio, Drama,Chile,Spanish,,2020988.0,3702353.0,7.2,86
838,The Four Horsemen of the Apocalypse ,1962.0,Vincente Minnelli, Drama,Mexico,English,7174000.0,,,6.6,
839,The Entertainer ,1960.0,Tony Richardson, Drama,UK,English,,,,7.1,70
840,Backdraft ,1991.0,Ron Howard, Action,USA,English,40000000.0,77868585.0,152368585.0,6.7,38
841,The Sure Thing ,1985.0,Rob Reiner, Comedy,USA,English,4500000.0,18135531.0,18135531.0,7.0,76
842,Soul Men ,2008.0,Malcolm D. Lee, Comedy,USA,English,,12082391.0,12331637.0,6.4,49
843,,,,,,,,,,,
844,,,,,,,,,,,
845,One on One ,1977.0,Lamont Johnson, Drama,USA,English,2000000.0,,,6.5,
846,[Rec] ,2007.0,Jaume Balagueró, Action,Spain,Spanish,1500000.0,,32511655.0,7.4,69
847,Chariots of the Gods ,1970.0,Harald Reinl, Documentary,West Germany,German,,25948300.0,,6.4,
848,Tinker Bell and the Lost Treasure ,2009.0,Klay Hall, Animation,USA,English,30000000.0,,8582265.0,6.7,
849,Bus Stop ,1956.0,Joshua Logan, Comedy,USA,English,2200000.0,,,6.4,
850,Hiding Out ,1987.0,Bob Giraldi, Comedy,USA,English,7000000.0,7019441.0,7019441.0,6.5,47
851,End of the Line ,2007.0,Maurice Devereaux, Horror,Canada,English,200000.0,,,5.9,
852,The Powerpuff Girls ,2002.0,Craig McCracken, Animation,USA,English,11000000.0,11412414.0,16426471.0,6.6,65
853,Theeb ,2014.0,Naji Abu Nowar, Adventure,United Arab Emirates,Arabic,,283024.0,768449.0,7.2,80
854,Mim mesle madar ,2006.0,Rasool Mollagholi Poor, Drama,Iran,Persian,4000000000.0,,,7.4,
855,Cat on a Hot Tin Roof ,1958.0,Richard Brooks, Drama,USA,English,3000000.0,,,8.0,84
856,,,,,,,,,,,
857,The Enchanted Cottage ,1945.0,John Cromwell, Drama,USA,English,,,,7.5,
858,Wild Horses ,1995.0,Marcelo Piñeyro, Comedy,Argentina,Spanish,,,,7.2,
859,Manjhi: The Mountain Man ,2015.0,Ketan Mehta, Adventure,India,Hindi,80000000.0,,,8.0,
860,Toy Story ,1995.0,John Lasseter, Animation,USA,English,30000000.0,222498679.0,404265656.0,8.3,95
861,,,,,,,,,,,
862,Dr. Akagi ,1998.0,Shôhei Imamura, Comedy,Japan,Japanese,,71832.0,,7.3,
863,The Old Man and the Sea ,1958.0,John Sturges, Adventure,USA,English,5000000.0,,67740.0,7.0,
864,Out Stealing Horses ,2019.0,Hans Petter Moland, Drama,Norway,Norwegian,4100000.0,,1480790.0,6.6,68
865,Bicentennial Man ,1999.0,Chris Columbus, Comedy,USA,English,100000000.0,58223861.0,87423861.0,6.9,42
866,The House of the Devil ,2009.0,Ti West, Horror,USA,English,900000.0,101215.0,101215.0,6.4,73
867,Up and Down ,2004.0,Jan Hrebejk, Comedy,Czech Republic,Czech,36000000.0,245127.0,2705163.0,6.9,78
868,Raju ,2011.0,Max Zähle, Short,Germany,German,,,,7.1,
869,Kotch ,1971.0,Jack Lemmon, Comedy,USA,English,,1334165.0,,6.6,
870,Cosi ,1996.0,Mark Joffe, Comedy,Australia,English,,35489.0,35489.0,6.6,
871,Macbeth ,1971.0,Roman Polanski, Biography,UK,English,3100000.0,,,7.4,
872,Kaappaan ,2019.0,K.V. Anand, Action,India,Tamil,,,605756.0,6.4,
873,Sunday Bloody Sunday ,1971.0,John Schlesinger, Drama,UK,English,,540594.0,,7.1,
874,Targets ,1968.0,Peter Bogdanovich, Crime,USA,English,130000.0,,,7.4,
875,,,,,,,,,,,
876,A Nightmare on Elm Street 3: Dream Warriors ,1987.0,Chuck Russell, Fantasy,USA,English,4500000.0,44793222.0,44793222.0,6.6,49
877,Kauwboy ,2012.0,Boudewijn Koole, Drama,Netherlands,Dutch,,,41224.0,7.1,
878,Chak De India! ,2007.0,Shimit Amin, Drama,India,Hindi,,1120404.0,21505244.0,8.2,68
879,,,,,,,,,,,
